id,context,question,canquestion,answer,goldstandard1,label_4class,scenario_idx,label_6class,explanation
26555,Y has just told X that he/she is considering switching his/her job.,Does your job involve customer service?,My job does involve customer service .,I do other things in my job,"In the middle, neither yes nor no",3,9,5,"The literal content indicates that the speaker performs tasks different from customer service. By emphasizing ""other things,"" the speaker implies that customer service is not a primary or significant part of their job. Pragmatically, this suggests a negation or at least a denial that their job involves customer service."
18836,X wants to know about Y's food preferences.,Would you prefer something already made?,I would prefer something already made .,I don't mind,"In the middle, neither yes nor no",3,0,5,"The literal content indicates indifference toward the options presented. Pragmatically, this suggests that Y has no strong preference either way, implying flexibility rather than a definitive choice. Therefore, the answer conveys uncertainty or neutrality rather than a clear yes or no."
15689,Y has just travelled from a different city to meet X.,Did you enjoy the trip over here?,I did enjoy the trip over here .,It was uneventful.,"In the middle, neither yes nor no",3,6,5,"The literal content indicates that the trip lacked notable incidents or excitement. Pragmatically, by focusing on the trip being uneventful rather than explicitly stating enjoyment, the speaker implies a neutral or mildly positive experience without enthusiasm. This suggests a conditional or qualified yes, where the trip was acceptable but not particularly enjoyable."
23803,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Are you into the cinema?,I am into the cinema .,Is there one nearby?,"In the middle, neither yes nor no",3,3,5,"The answer does not directly confirm or deny an interest in cinema but instead shifts focus to the availability of a cinema nearby. This suggests that the speaker's engagement with cinema may depend on convenience or access rather than a straightforward yes or no preference. Pragmatically, it implies a conditional stance—interest might exist if there is a cinema close by."
8167,Y has just told X that he/she is thinking of buying a flat in New York.,Are you financially stable?,I am financially stable .,I am getting there,"In the middle, neither yes nor no",3,8,5,"The literal content indicates progress toward financial stability but not full attainment. Pragmatically, the speaker suggests they are not yet financially stable but are improving their situation. This implies a condition or partial affirmation rather than a clear yes or no."
9776,Y has just told X that he/she is considering switching his/her job.,Do you like your company?,I like my company .,"It's very touch and go, but it's nice that they give us freedom at work.","In the middle, neither yes nor no",3,9,5,"The answer acknowledges some instability or unpredictability (""touch and go""), which suggests a negative aspect of the company. However, it also highlights a positive feature (""they give us freedom at work""), indicating some appreciation. Pragmatically, this mixed evaluation implies a nuanced or conditional stance rather than a straightforward yes or no."
12543,Y has just travelled from a different city to meet X.,Is your family doing okay?,My family is doing okay .,Nothing has changed since you last them.,"In the middle, neither yes nor no",3,6,5,"The literal content indicates that the family’s situation remains the same as when the questioner last saw them. Given the question about their well-being, this suggests no new problems or changes have occurred. Pragmatically, this implies the family is still doing okay, as no negative updates are reported."
15355,X wants to know about Y's music preferences.,Do you listen to country music?,I listen to country music .,My Dad listened to a lot of country music,"In the middle, neither yes nor no",3,5,5,"The answer literally states that the speaker's dad listened to a lot of country music, without directly addressing the speaker's own listening habits. Pragmatically, this shifts the focus away from the speaker's preferences, suggesting either a reluctance to answer directly or implying that the speaker's exposure to country music comes through their dad. This indirectness hints at uncertainty or a possible connection to country music, but does not confirm a straightforward yes or no."
25510,Y has just told X that he/she is considering switching his/her job.,Is it better than your old job?,It is better than my old job .,More or less.,"In the middle, neither yes nor no",3,9,5,"The literal content ""More or less"" indicates a moderate or partial agreement, suggesting the new job has some advantages but is not clearly better in all respects. Pragmatically, this hedged response implies uncertainty or ambivalence rather than a definitive yes or no. It suggests the new job is somewhat better, but not decisively so, reflecting a nuanced or conditional evaluation."
9084,Y has just told X that he/she is considering switching his/her job.,Have you ever taken a day off sick when you were not actually sick?,I have taken a day off sick when I was not actually sick .,that would be telling,"In the middle, neither yes nor no",3,9,5,"The literal content ""that would be telling"" suggests a reluctance to disclose the information, implying that the speaker recognizes the question as potentially incriminating or sensitive. Pragmatically, this evasiveness hints that the speaker may have taken a day off sick without being sick but prefers not to admit it directly. This implies a condition of withholding confirmation rather than a straightforward yes or no."
15827,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Is the neighbourhood good?,The neighbourhood is good .,It's very close to work.,"In the middle, neither yes nor no",3,3,5,"The answer focuses on a specific positive aspect of the neighbourhood—its proximity to work—without directly addressing the overall quality of the neighbourhood. Pragmatically, this suggests that the speaker views this feature as a significant benefit, which may imply a generally favorable opinion. However, since no explicit judgment about safety, amenities, or community is given, the response implies a positive but somewhat limited endorsement rather than a full affirmation."
7137,X wants to know what activities Y likes to do during weekends.,Did you like my music CD?,I did like my music CD .,I haven't had a lot of time to listen to it yet.,"In the middle, neither yes nor no",3,1,5,"The literal content indicates that Y has not spent much time listening to the CD. Pragmatically, this suggests Y cannot provide a definitive opinion on liking the CD because they have not engaged with it sufficiently. Therefore, the answer implies uncertainty or a lack of a clear yes/no response at this time."
20508,X and Y are colleagues who are leaving work on a Friday at the same time.,You going out tonight?,I am going out tonight .,I'll see after I hit the gym.,"In the middle, neither yes nor no",3,4,5,"The literal content indicates the speaker has not yet decided on going out and plans to determine their plans after going to the gym. Pragmatically, this suggests the speaker is uncertain or non-committal at the moment, implying that the answer depends on how they feel or what happens post-gym. Therefore, the response conveys conditionality rather than a straightforward yes or no."
32031,Y has just travelled from a different city to meet X.,Do you like reuben sandwiches?,I like reuben sandwiches .,I have never had one,"In the middle, neither yes nor no",3,6,5,"The literal content states that the speaker has no experience with reuben sandwiches. Pragmatically, this implies they cannot provide a direct opinion on whether they like them or not, as liking something presupposes having tried it. Therefore, the answer signals uncertainty or inability to answer the yes/no question affirmatively or negatively."
11467,X wants to know what sorts of books Y likes to read.,Do you prefer novellas?,I prefer novellas .,I read anything.,"In the middle, neither yes nor no",3,2,5,"The literal content indicates that Y does not limit their reading to a specific genre or format. Pragmatically, this suggests that Y does not have a strong preference for novellas over other types of books. The answer implies openness or neutrality rather than a clear yes or no."
17986,X wants to know about Y's music preferences.,Do you like classic music?,I like classic music .,It's OK.,"In the middle, neither yes nor no",3,5,5,"The literal content ""It's OK"" expresses a lukewarm or moderate evaluation rather than a strong positive or negative stance. Pragmatically, this suggests that Y does not have a strong preference for classic music but is not opposed to it either. Therefore, the answer implies a conditional or uncertain position, leaning more toward a mild yes than a clear no."
13251,Y has just told X that he/she is thinking of buying a flat in New York.,Would you like to live downtown?,I would like to live downtown .,I have no preferences.,"In the middle, neither yes nor no",3,8,5,"The literal content indicates that the speaker does not have a specific preference regarding living downtown or elsewhere. Pragmatically, this suggests neutrality or indifference rather than a clear endorsement or rejection of living downtown. Therefore, the answer implies uncertainty or a lack of commitment to either a ""yes"" or ""no"" response."
12526,X wants to know what sorts of books Y likes to read.,Do you prefer happy endings?,I prefer happy endings .,I don't mind,"In the middle, neither yes nor no",3,2,5,"The literal content indicates that Y is not opposed to happy endings, but also does not explicitly endorse them. Pragmatically, this suggests a neutral or flexible stance rather than a strong preference. Therefore, the answer implies neither a clear yes nor no, but rather an openness or indifference to happy endings."
27014,Y has just told X that he/she is thinking of buying a flat in New York.,Do you like the Midtown area?,I like the Midtown area .,I've never been.,"In the middle, neither yes nor no",3,8,5,"The literal content states that the speaker has no personal experience with the Midtown area. Given this, the speaker cannot form or express a positive or negative opinion about it. Pragmatically, this implies uncertainty or inability to answer the question affirmatively or negatively due to lack of firsthand knowledge."
6418,X wants to know about Y's music preferences.,Do you like neo soul?,I like neo soul .,My nephew had me listen to it last weekend; it's alright.,"In the middle, neither yes nor no",3,5,5,"The answer literally states that the speaker was exposed to neo soul recently and found it ""alright,"" which is a lukewarm or neutral evaluation. Pragmatically, this suggests some familiarity and mild acceptance rather than strong enthusiasm or dislike. Therefore, the response implies a tentative or moderate positive stance, leaning toward yes but without strong commitment."
6474,Y has just told X that he/she is thinking of buying a flat in New York.,Are you looking to move there permanently?,I am looking to move there permanently .,I'll know when I get there.,"In the middle, neither yes nor no",3,8,5,"The literal content indicates that the speaker has not yet made a definite decision about moving permanently. Pragmatically, it suggests that the speaker's intention depends on their experience or circumstances upon arrival, implying uncertainty or a conditional stance. Therefore, the answer neither confirms nor denies a permanent move at this point."
25848,Y has just told X that he/she is considering switching his/her job.,Is your boss nice?,My boss is nice .,I haven't met her yet.,"In the middle, neither yes nor no",3,9,5,"The literal content indicates that the speaker has no direct experience with the boss. Pragmatically, this suggests the speaker cannot provide a positive or negative evaluation of the boss's niceness. Therefore, the answer implies uncertainty or lack of information rather than a clear yes or no."
14423,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Will you be around for a while?,I will be around for a while .,I'll be here until I have to pick my kids up from school.,"In the middle, neither yes nor no",3,7,5,"The answer literally states a time frame for how long the speaker will be present, indicating a limited duration. Pragmatically, this suggests that the speaker will indeed be around for some time, but not indefinitely, as their availability is constrained by a specific obligation. Therefore, the response implies a qualified yes, contingent on the timing of the school pickup."
19022,X wants to know what activities Y likes to do during weekends.,Is disk golf fun to you?,Disk golf is fun to I .,I've never tried it.,"In the middle, neither yes nor no",3,1,5,"The literal content states that Y has no personal experience with disk golf. Given this, Y cannot directly confirm or deny whether disk golf is fun for them. Pragmatically, this implies uncertainty or lack of an opinion rather than a clear yes or no."
19257,Y has just told X that he/she is considering switching his/her job.,Do you prefer a different career?,I prefer a different career .,I don't really have a preference.,"In the middle, neither yes nor no",3,9,5,"The literal content indicates that the speaker lacks a strong preference either way. Pragmatically, this suggests ambivalence or neutrality rather than a clear endorsement or rejection of a different career. Therefore, the answer implies uncertainty or indifference rather than a definitive yes or no."
12149,X wants to know about Y's food preferences.,Do you prefer spicy dishes?,I prefer spicy dishes .,Spice doesn't bother me.,"In the middle, neither yes nor no",3,0,5,"The literal content indicates that the speaker is not negatively affected by spicy food. Pragmatically, this suggests a tolerance or acceptance rather than a clear preference. Therefore, the answer implies a leaning toward yes, but without an explicit endorsement of preference."
32212,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Are you happy at work?,I am happy at work .,More or less.,"In the middle, neither yes nor no",3,7,5,"The literal content ""More or less"" indicates a moderate or partial agreement, suggesting the speaker is somewhat happy but not entirely. Pragmatically, it implies a nuanced or mixed feeling rather than a clear-cut positive or negative stance. This suggests uncertainty or a conditional yes, reflecting ambivalence or complexity in their work satisfaction."
26595,Y has just travelled from a different city to meet X.,Did you like the restaurant we went to?,I did like the restaurant we went to .,It was different.,"In the middle, neither yes nor no",3,6,5,"The literal content ""It was different"" provides a neutral description without explicitly stating a positive or negative evaluation. Pragmatically, this suggests the speaker is avoiding a direct endorsement or rejection, possibly indicating ambivalence or mild surprise. Given the conversational context, this implies uncertainty or a non-committal stance rather than a clear yes or no."
24552,X wants to know about Y's music preferences.,Do you like French cuisine?,I like French cuisine .,It's tolerable.,"In the middle, neither yes nor no",3,5,5,"The literal content indicates that the speaker finds French cuisine acceptable but not particularly enjoyable. Pragmatically, this suggests a lukewarm or indifferent attitude rather than enthusiasm. Therefore, the answer implies a qualified or mild ""yes,"" signaling some acceptance but not strong liking."
17311,Y has just travelled from a different city to meet X.,have you have great BBQ before?,I have have great BBQ .,I hear it's good in Austin.,"In the middle, neither yes nor no",3,6,5,"The answer does not directly address whether the speaker has had great BBQ before, instead referencing a reputation about BBQ in Austin. This suggests the speaker may not have personal experience with great BBQ, but is aware of its quality elsewhere. Pragmatically, this implies uncertainty or a lack of direct experience rather than a clear yes or no."
6780,Y has just told X that he/she is considering switching his/her job.,Will you have a longer commute if you switch?,I will have a longer commute if I switch .,I hope not,"In the middle, neither yes nor no",3,9,5,"The literal content expresses a desire or hope that the commute will not be longer, rather than a direct statement about the actual length. Pragmatically, this suggests uncertainty or lack of definite knowledge about the commute length after switching jobs. It implies that the answerer does not know for sure but prefers or expects the commute not to be longer, indicating uncertainty rather than a clear yes or no."
33507,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Are you planning on living here for a long time?,I am planning on living here for a long time .,I'll see how it goes,"In the middle, neither yes nor no",3,3,5,"The literal content indicates that the speaker has not made a firm decision yet and intends to evaluate the situation over time. Pragmatically, this suggests uncertainty or conditionality rather than a definitive commitment. Therefore, the answer implies neither a clear yes nor no, but rather a tentative or undecided stance contingent on future experiences."
22906,X and Y are colleagues who are leaving work on a Friday at the same time.,Billy! Are we still going rollerblading tonight?,Billy ! am am we still going rollerblading tonight .,I forgot about that!,"In the middle, neither yes nor no",3,4,5,"The literal content indicates that the speaker had not remembered the plan to go rollerblading. Pragmatically, this suggests the speaker is uncertain or possibly unprepared for the activity, implying that the plan may no longer be confirmed or is at least in question. This does not directly affirm or deny the plan but signals potential doubt or a need to reconsider."
14511,X wants to know about Y's music preferences.,Have you ever heard merengue music?,I have heard merengue music .,I can't remember.,"In the middle, neither yes nor no",3,5,5,"The literal content indicates that the speaker does not recall whether they have heard merengue music. Pragmatically, this suggests uncertainty or lack of a clear memory rather than a definitive yes or no. Therefore, the answer implies that the speaker is unsure or cannot confirm either way."
31026,X wants to know about Y's food preferences.,How about booth seating?,I am about booth seating .,that isn't important,"In the middle, neither yes nor no",3,0,5,"The literal content indicates that booth seating is not a significant factor for Y. Pragmatically, this suggests that Y does not have a strong preference regarding booth seating, implying indifference rather than a clear yes or no. Therefore, the answer conveys that booth seating is not a deciding factor, which leans toward a neutral or non-committal stance."
2557,X wants to know about Y's food preferences.,Want to go somewhere in the Domain?,I want to go somewhere in the Domain .,Not sure if I know what the Domain is.,"In the middle, neither yes nor no",3,0,5,"The answer literally states a lack of knowledge about ""the Domain,"" which is the location proposed. Pragmatically, this suggests that the respondent cannot commit to going there because they do not understand the reference, indicating uncertainty or a need for clarification. Therefore, the answer implies neither a clear yes nor no, but rather a conditional response dependent on further information."
6293,X wants to know about Y's music preferences.,Do you like Indian music?,I like Indian music .,I not sure I've heard much Indian music.,"In the middle, neither yes nor no",3,5,5,"The answer literally states a lack of familiarity with Indian music rather than a direct preference. Pragmatically, this suggests that the speaker cannot confidently affirm or deny liking Indian music due to limited exposure. Therefore, the response implies uncertainty or insufficient information to answer definitively."
27887,X wants to know about Y's music preferences.,Are you into Gwen Stefani's music?,I am into Gwen Stefani 's music .,She's OK.,"In the middle, neither yes nor no",3,5,5,"The literal content indicates a lukewarm or moderate opinion rather than enthusiasm. Pragmatically, this suggests that Y does not strongly favor Gwen Stefani's music but does not dislike it either. Therefore, the answer implies a qualified or mild yes, indicating some level of acceptance without strong interest."
26518,X wants to know what sorts of books Y likes to read.,Was that biography that you read any good?,That biography was that I read good .,It was just so-so.,"In the middle, neither yes nor no",3,2,5,"The literal content indicates the biography was neither particularly good nor bad, but mediocre. Pragmatically, this suggests a lukewarm or indifferent evaluation rather than a positive endorsement. Therefore, the answer implies a negative or at best neutral response to whether the book was ""any good,"" leaning away from a clear ""yes."""
6970,X wants to know what sorts of books Y likes to read.,Do you enjoy the science fiction genre?,I enjoy the science fiction genre .,I love the imagination on those writers.,"In the middle, neither yes nor no",3,2,5,"The answer literally praises the creativity of science fiction writers, which directly relates to the genre in question. By highlighting a positive aspect, the speaker implies an appreciation for science fiction without explicitly stating enjoyment. This suggests a pragmatic affirmation, indicating a ""yes"" to enjoying the genre."
25930,Y has just told X that he/she is considering switching his/her job.,Are you unhappy at your current job?,I am unhappy at my current job .,It's bearable.,"In the middle, neither yes nor no",3,9,5,"The literal content indicates that the current job is tolerable but not necessarily enjoyable. Pragmatically, this suggests that while the job is not ideal or satisfying, it is not so bad as to be intolerable, implying some level of dissatisfaction but not extreme unhappiness. Therefore, the answer conveys a nuanced negative stance, leaning toward ""no"" in terms of outright unhappiness but acknowledging discomfort or dissatisfaction."
22445,X wants to know what sorts of books Y likes to read.,Do you like Harry Potter?,I like Harry Potter .,I am not familiar with Harry.,"In the middle, neither yes nor no",3,2,5,"The literal content indicates that Y does not know who or what ""Harry"" refers to, suggesting a lack of familiarity with the Harry Potter series. Given this, Y cannot have a positive or negative opinion about the books. Pragmatically, this implies a negative response to liking Harry Potter, as one cannot like something they do not know."
3433,Y has just told X that he/she is thinking of buying a flat in New York.,Are you going to get a place close to where you work?,I am going to get a place close to where I work .,I'm so close to the subway it doesn't matter much.,"In the middle, neither yes nor no",3,8,5,"The answer literally states that proximity to the subway reduces the importance of being near work. Pragmatically, this suggests that the location relative to work is not a primary concern for the speaker, implying that the flat may not be close to their workplace. Therefore, the response indirectly indicates a negative or non-committal stance toward living close to work."
2574,Y has just told X that he/she is thinking of buying a flat in New York.,Is it crowded and busy in that area?,It is crowded and busy in that area .,I hope not!,"In the middle, neither yes nor no",3,8,5,"The literal content expresses a hope that the area is not crowded and busy, rather than providing direct information about the actual conditions. Pragmatically, this suggests that the speaker does not know for certain but prefers or wishes the area to be less crowded. This implies uncertainty about the situation, with a positive preference for it not being crowded."
9636,X wants to know what activities Y likes to do during weekends.,Do you enjoy Alamo draft house?,I enjoy Alamo draft house .,What's that?,"In the middle, neither yes nor no",3,1,5,"The literal content shows that Y is unfamiliar with ""Alamo draft house,"" indicating a lack of knowledge about the activity in question. Given this, Y cannot have a positive or negative opinion about it. This implies uncertainty or inability to answer yes or no due to unfamiliarity."
3657,Y has just told X that he/she is considering switching his/her job.,Did you have nice bosses?,I did have nice bosses .,They're OK.,"In the middle, neither yes nor no",3,9,5,"The literal content ""They're OK"" conveys a neutral or moderately positive evaluation of the bosses, avoiding strong praise or criticism. Pragmatically, this suggests the bosses were neither particularly good nor bad, implying a lukewarm or average experience. Therefore, the answer leans toward a qualified ""yes,"" indicating the bosses were acceptable but not notably nice."
14462,X wants to know about Y's food preferences.,Would you prefer cakes or pies?,I would prefer cakes or pies .,I'm not going to choose.,"In the middle, neither yes nor no",3,0,5,"The literal content indicates a refusal to make a choice between cakes or pies. Pragmatically, this suggests that Y either dislikes both options, finds the question irrelevant, or wants to avoid committing to one. This implies a negative or non-affirmative stance toward the preference question, rather than a straightforward yes or no."
5055,Y has just told X that he/she is thinking of buying a flat in New York.,Do you like spacious apartments?,I like spacious apartments .,A small and cozy space isn't a problem.,"In the middle, neither yes nor no",3,8,5,"The answer literally states that a small and cozy space is acceptable, which contrasts with the idea of spacious apartments. Pragmatically, this suggests that the speaker does not necessarily prefer spacious apartments and is comfortable with smaller spaces. Therefore, the response implies a negative or at least a non-affirmative stance toward liking spacious apartments."
12846,X wants to know about Y's music preferences.,Have you ever heard merengue music?,I have heard merengue music .,Can you hum it for me?,"In the middle, neither yes nor no",3,5,5,"The literal content of the answer is a request for Y to demonstrate the music by humming it, which suggests that Y may not be familiar enough with merengue music to recognize or recall it easily. Pragmatically, this implies some uncertainty or lack of knowledge about merengue, as Y is asking for a cue rather than confirming prior exposure. Therefore, the answer leans away from a straightforward ""yes"" and suggests either ""no"" or uncertainty."
8832,X wants to know what sorts of books Y likes to read.,Did you check the new short story books published recently?,I did check the new short story books published recently .,What did you think of them?,"In the middle, neither yes nor no",3,2,5,"The answer does not directly confirm or deny whether Y checked the new short story books. Instead, by asking for X's opinion, Y implies familiarity with the books, suggesting that Y has likely checked or at least is aware of them. This indirect response pragmatically leans toward a positive answer, as it assumes shared knowledge or experience with the books."
1954,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Do you enjoy fishing?,I enjoy fishing .,I've never been fishing.,"In the middle, neither yes nor no",3,3,5,"The literal content states that the speaker has no experience with fishing. Given this, it is unlikely they have formed an opinion about enjoying it. Pragmatically, this implies uncertainty or inability to answer affirmatively or negatively, as enjoyment presupposes some experience."
9765,Y has just travelled from a different city to meet X.,Do you want to stay in tonight?,I want to stay in tonight .,I'm up for whatever.,"In the middle, neither yes nor no",3,6,5,"The literal content indicates openness to any option without a specific preference. Pragmatically, this suggests the speaker does not have a strong desire either way and is willing to accommodate the other person's wishes. This implies uncertainty or neutrality rather than a clear yes or no."
27899,X wants to know about Y's music preferences.,Do you like concerts?,I like concerts .,They're OK.,"In the middle, neither yes nor no",3,5,5,"The literal content indicates a lukewarm or moderate attitude toward concerts rather than enthusiasm. Pragmatically, this suggests that Y does not strongly like concerts but does not dislike them either, implying a neutral or mildly positive stance. Therefore, the answer implies a qualified or conditional yes, rather than a clear affirmative or negative."
27537,Y has just told X that he/she is considering switching his/her job.,Is this going to be full-time?,This is going to be full-time .,I hope it will be,"In the middle, neither yes nor no",3,9,5,"The literal content expresses a hope or desire for the job to be full-time, rather than a definitive statement. Pragmatically, this suggests that the decision is not yet finalized or certain, but the speaker leans toward a full-time position. Therefore, the answer implies uncertainty with a positive inclination toward ""yes,"" contingent on future developments."
31854,Y has just told X that he/she is thinking of buying a flat in New York.,Does the flat's price fit your long-term budget?,The flat 's price does fit my long-term budget .,I don't have a long-term budget plan.,"In the middle, neither yes nor no",3,8,5,"The literal content indicates that the speaker lacks a defined long-term budget plan. Pragmatically, this means they cannot assess whether the flat's price fits such a budget because the relevant criterion does not exist for them. Therefore, the answer implies uncertainty or inability to answer the yes/no question as posed."
5780,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Is there a neighborhood watch program?,There is a neighborhood watch program .,I'm not aware of one.,"In the middle, neither yes nor no",3,3,5,"The literal content indicates that the speaker does not have knowledge of a neighborhood watch program. Given the context, this suggests that if such a program exists, it is not well-known or actively promoted. Pragmatically, this implies uncertainty or a likely negative answer, as the speaker's lack of awareness hints that no formal program is in place."
12769,X wants to know what activities Y likes to do during weekends.,Are you a lover of food and drinks?,I am a lover of food and drinks .,I could eat the same simple things everyday.,"In the middle, neither yes nor no",3,1,5,"The literal content indicates that Y is comfortable eating simple food regularly, suggesting a lack of strong preference for variety or gourmet experiences. Pragmatically, this implies Y may not be particularly passionate about food and drinks as a source of enjoyment or excitement. Therefore, the answer leans away from a straightforward ""yes,"" suggesting either a ""no"" or a limited enthusiasm conditioned on simplicity."
23668,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Have you been to the park?,I have been to the park .,Which one?,"In the middle, neither yes nor no",3,3,5,"The answer ""Which one?"" literally indicates that there is more than one park in the area. Pragmatically, it suggests that the speaker is aware of multiple parks and needs clarification to provide a relevant response. This implies uncertainty or a conditional stance rather than a straightforward yes or no, as the answer depends on which specific park is being referred to."
28329,X wants to know about Y's music preferences.,Do you like anime music?,I like anime music .,I've never heard it.,"In the middle, neither yes nor no",3,5,5,"The literal content indicates that Y has no experience with anime music, so they cannot directly affirm or deny liking it. Pragmatically, this suggests a lack of familiarity rather than a positive or negative preference. Therefore, the answer implies uncertainty or inability to answer the question definitively."
11790,Y has just told X that he/she is considering switching his/her job.,Will you have a longer commute if you switch?,I will have a longer commute if I switch .,It is possible.,"In the middle, neither yes nor no",3,9,5,"The literal content indicates that a longer commute might occur but is not guaranteed. Pragmatically, the speaker acknowledges uncertainty or variability in the outcome, suggesting that factors influencing commute length are not fixed. This implies neither a definitive yes nor no, but rather a conditional or uncertain situation."
19682,X wants to know what sorts of books Y likes to read.,Are you wanting to read Doctor Sleep?,I am wanting to read Doctor Sleep .,I've never heard of it.,"In the middle, neither yes nor no",3,2,5,"The literal content indicates that Y is unfamiliar with the book ""Doctor Sleep."" Given this lack of knowledge, Y cannot have a current desire to read it. Therefore, the answer pragmatically implies a negative response to the question, as wanting to read a book typically presupposes some awareness of it."
19932,X wants to know what sorts of books Y likes to read.,Are you more of a fiction or non-fiction reader?,I am more of a fiction or non-fiction reader .,I like both.,"In the middle, neither yes nor no",3,2,5,"The literal content states a preference for both fiction and non-fiction, rather than exclusively one or the other. Pragmatically, this suggests that the question's binary choice does not fully capture Y's reading habits. Therefore, the answer implies neither a straightforward ""yes"" nor ""no"" to being more of one type, but rather a balanced or inclusive preference."
27552,X wants to know about Y's food preferences.,Do you like Korean food?,I like Korean food .,We don't have any Korean restaurants near me.,"In the middle, neither yes nor no",3,0,5,"The literal content states a lack of nearby Korean restaurants, which does not directly address liking Korean food. Pragmatically, this suggests the speaker may not have had much exposure to Korean food due to limited access, implying uncertainty or lack of experience rather than a clear preference. Therefore, the answer neither confirms nor denies liking Korean food but indicates a conditional or unknown stance."
12010,X wants to know about Y's food preferences.,Do you like tex-mex food?,I like tex-mex food .,I have never had it,"In the middle, neither yes nor no",3,0,5,"The literal content states that Y has no experience with tex-mex food, so they cannot directly confirm liking or disliking it. Pragmatically, this implies that Y cannot provide a definitive yes or no answer due to lack of exposure. Therefore, the response signals uncertainty or inability to answer the question as posed."
113,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Did you go to college near here?,I did go to college near here .,I went to NU.,"In the middle, neither yes nor no",3,7,5,"The answer provides a specific piece of information about the college attended, naming ""NU"" rather than directly confirming or denying proximity. Given the question asks about location relative to ""here,"" the mention of the college's name allows the listener to infer whether NU is near the current location. Thus, the answer implies a yes or no depending on the known location of NU, but the speaker avoids an explicit confirmation, leaving it somewhat indirect and reliant on shared knowledge."
29832,X and Y are colleagues who are leaving work on a Friday at the same time.,Are we getting an end-of-year bonus?,We am getting an end-of-year bonus .,I should hope so,"In the middle, neither yes nor no",3,4,5,"The literal content expresses a hope or desire for an end-of-year bonus rather than a confirmation of its existence. Pragmatically, this suggests uncertainty or lack of definite knowledge about the bonus, but a positive expectation or wish for it. Therefore, the answer implies neither a clear yes nor no, but rather a hopeful condition contingent on circumstances."
5856,Y has just travelled from a different city to meet X.,Do you enjoy living out of town?,I enjoy living out of town .,It's growing on me.,"In the middle, neither yes nor no",3,6,5,"The literal content indicates that the speaker's feelings about living out of town are becoming more positive over time. Pragmatically, this suggests a gradual shift from initial uncertainty or dislike toward acceptance or enjoyment. Therefore, the answer implies a conditional or developing positive stance rather than a straightforward yes or no."
20392,X wants to know about Y's music preferences.,Do you like neo soul?,I like neo soul .,I am not familiar with it.,"In the middle, neither yes nor no",3,5,5,"The literal content indicates that the speaker does not know what neo soul is. Pragmatically, this suggests they cannot have a positive or negative preference for something unfamiliar. Therefore, the answer implies uncertainty or lack of knowledge rather than a clear yes or no."
25985,Y has just travelled from a different city to meet X.,Did you have a nice trip?,I did have a nice trip .,I couldn't wait to get here.,"In the middle, neither yes nor no",3,6,5,"The literal content emphasizes eagerness to arrive rather than describing the trip itself. Pragmatically, expressing impatience to arrive suggests the trip may not have been particularly pleasant or was at least challenging. This implies a negative or less positive response to whether the trip was nice, without explicitly saying so."
2726,Y has just told X that he/she is considering switching his/her job.,Are you getting a raise?,I am getting a raise .,I hope so,"In the middle, neither yes nor no",3,9,5,"The literal content expresses a desire or expectation for a raise, rather than a confirmation of receiving one. Pragmatically, this suggests that the raise is not guaranteed or confirmed at the moment, but is anticipated or wished for. Therefore, the answer implies uncertainty about whether a raise is actually happening."
1754,X wants to know about Y's food preferences.,Do you like spicy food?,I like spicy food .,I'll try anything once.,"In the middle, neither yes nor no",3,0,5,"The literal content indicates a willingness to experiment with different foods rather than a direct statement about liking spicy food. Pragmatically, this suggests openness but not a clear preference or enjoyment. Therefore, the answer implies uncertainty or a conditional stance rather than a straightforward yes or no."
11623,Y has just told X that he/she is thinking of buying a flat in New York.,Do you like modern buildings?,I like modern buildings .,They are okay,"In the middle, neither yes nor no",3,8,5,"The literal content ""They are okay"" expresses a neutral or moderate evaluation rather than a strong positive or negative stance. Pragmatically, this suggests that the speaker does not have a strong preference for modern buildings, implying neither clear enthusiasm nor dislike. Therefore, the answer indicates a lukewarm or indifferent attitude rather than a definitive yes or no."
7032,Y has just travelled from a different city to meet X.,Are you enjoying your work?,I am enjoying my work .,It's been OK.,"In the middle, neither yes nor no",3,6,5,"The literal content ""It's been OK"" conveys a moderate or neutral evaluation rather than a clear positive or negative stance. Pragmatically, this suggests the speaker is neither enthusiastic nor dissatisfied, indicating some level of ambivalence or mild satisfaction. Therefore, the answer implies uncertainty or a lukewarm condition rather than a straightforward yes or no."
1359,X wants to know what sorts of books Y likes to read.,Want to read a new novel based on a true story?,I have want to read a new novel based on a true story .,What's it about?,"In the middle, neither yes nor no",3,2,5,"The answer ""What's it about?"" literally requests more information about the novel, rather than directly accepting or rejecting the suggestion. Pragmatically, this indicates interest or openness to the idea, contingent on the content of the novel. Therefore, the response implies a conditional stance rather than a straightforward yes or no."
